id,frames,rate_hz,period_mean_ms,period_std_ms,period_min_ms,period_max_ms,unique_payloads,varying_bytes
0x100,3001,50.014992863854175,20.000669320424397,17.32829999248812,1.1060237884521484,473.30498695373535,1860,"0,1"
0x200,1201,20.0159898119239,50.001690785090126,25.30110769756003,1.19781494140625,511.94310188293457,20,0
0x300,6001,100.01325802121939,10.000340819358826,12.8345028723528,1.0869503021240234,473.2649326324463,599,"0,1"
0x400,121,2.016597432288269,500.0171661376953,26.080956313102664,401.9949436187744,610.7840538024902,4,0
0x500,61,1.0166315412074296,1000.0345508257548,29.624550399779988,886.8520259857178,1114.0470504760742,61,0
0x7DF,30,0.5172215468201606,2000.0766885691676,24.41483996570749,1920.9458827972412,2081.3090801239014,3,2
